role,representativeId,committee
Member_for_the_Majority,255,LABOR AND EMPLOYMENT
Member_for_the_Majority,257,LABOR AND EMPLOYMENT
Member_for_the_Majority,262,LABOR AND EMPLOYMENT
Member_for_the_Majority,263,LABOR AND EMPLOYMENT
Member_for_the_Majority,264,LABOR AND EMPLOYMENT
Member_for_the_Majority,278,LABOR AND EMPLOYMENT
Vice_Chairperson,299,LABOR AND EMPLOYMENT
Member_for_the_Majority,5,LEGISLATIVE FRANCHISES
Member_for_the_Majority,26,LEGISLATIVE FRANCHISES
Member_for_the_Majority,40,LEGISLATIVE FRANCHISES
Member_for_the_Majority,43,LEGISLATIVE FRANCHISES
Member_for_the_Minority,54,LEGISLATIVE FRANCHISES
Member_for_the_Minority,80,LEGISLATIVE FRANCHISES
Member_for_the_Majority,83,LEGISLATIVE FRANCHISES
Member_for_the_Majority,102,LEGISLATIVE FRANCHISES
Vice_Chairperson,103,LEGISLATIVE FRANCHISES
Member_for_the_Majority,104,LEGISLATIVE FRANCHISES
Member_for_the_Majority,128,LEGISLATIVE FRANCHISES
Member_for_the_Majority,133,LEGISLATIVE FRANCHISES
Member_for_the_Majority,135,LEGISLATIVE FRANCHISES
Member_for_the_Majority,146,LEGISLATIVE FRANCHISES
Member_for_the_Majority,148,LEGISLATIVE FRANCHISES
Member_for_the_Minority,149,LEGISLATIVE FRANCHISES
Member_for_the_Majority,154,LEGISLATIVE FRANCHISES
Member_for_the_Majority,179,LEGISLATIVE FRANCHISES
Member_for_the_Majority,183,LEGISLATIVE FRANCHISES
Member_for_the_Majority,191,LEGISLATIVE FRANCHISES
Member_for_the_Majority,217,LEGISLATIVE FRANCHISES
Member_for_the_Minority,220,LEGISLATIVE FRANCHISES
Member_for_the_Majority,224,LEGISLATIVE FRANCHISES
Member_for_the_Majority,232,LEGISLATIVE FRANCHISES
Member_for_the_Majority,251,LEGISLATIVE FRANCHISES
Member_for_the_Majority,265,LEGISLATIVE FRANCHISES
Member_for_the_Majority,281,LEGISLATIVE FRANCHISES
Member_for_the_Majority,285,LEGISLATIVE FRANCHISES
Member_for_the_Majority,287,LEGISLATIVE FRANCHISES
Member_for_the_Majority,288,LEGISLATIVE FRANCHISES
Member_for_the_Majority,300,LEGISLATIVE FRANCHISES
Member_for_the_Majority,302,LEGISLATIVE FRANCHISES
Chairperson,295,LOCAL GOVERNMENT
Member_for_the_Minority,23,LOCAL GOVERNMENT
Vice_Chairperson,33,LOCAL GOVERNMENT
Member_for_the_Majority,49,LOCAL GOVERNMENT
Member_for_the_Majority,57,LOCAL GOVERNMENT
Member_for_the_Majority,60,LOCAL GOVERNMENT
Member_for_the_Majority,64,LOCAL GOVERNMENT
Member_for_the_Majority,65,LOCAL GOVERNMENT
Vice_Chairperson,66,LOCAL GOVERNMENT
Member_for_the_Majority,78,LOCAL GOVERNMENT
Member_for_the_Minority,80,LOCAL GOVERNMENT
Member_for_the_Majority,85,LOCAL GOVERNMENT
Member_for_the_Majority,90,LOCAL GOVERNMENT
Member_for_the_Majority,97,LOCAL GOVERNMENT
Member_for_the_Majority,99,LOCAL GOVERNMENT
Vice_Chairperson,104,LOCAL GOVERNMENT
Member_for_the_Majority,122,LOCAL GOVERNMENT
Member_for_the_Minority,127,LOCAL GOVERNMENT
Member_for_the_Majority,134,LOCAL GOVERNMENT
Member_for_the_Majority,146,LOCAL GOVERNMENT
Member_for_the_Majority,150,LOCAL GOVERNMENT
Member_for_the_Majority,160,LOCAL GOVERNMENT
Member_for_the_Majority,162,LOCAL GOVERNMENT
Member_for_the_Majority,176,LOCAL GOVERNMENT
Vice_Chairperson,177,LOCAL GOVERNMENT
Vice_Chairperson,183,LOCAL GOVERNMENT
Member_for_the_Majority,197,LOCAL GOVERNMENT
Member_for_the_Majority,199,LOCAL GOVERNMENT
Vice_Chairperson,218,LOCAL GOVERNMENT
Member_for_the_Majority,224,LOCAL GOVERNMENT
Member_for_the_Majority,237,LOCAL GOVERNMENT
Member_for_the_Majority,242,LOCAL GOVERNMENT
Member_for_the_Majority,244,LOCAL GOVERNMENT
Member_for_the_Majority,251,LOCAL GOVERNMENT
Vice_Chairperson,255,LOCAL GOVERNMENT
Member_for_the_Majority,284,LOCAL GOVERNMENT
Member_for_the_Majority,286,LOCAL GOVERNMENT
Chairperson,174,METRO MANILA DEVELOPMENT
Member_for_the_Majority,34,METRO MANILA DEVELOPMENT
Member_for_the_Majority,49,METRO MANILA DEVELOPMENT
Member_for_the_Majority,64,METRO MANILA DEVELOPMENT
Member_for_the_Majority,66,METRO MANILA DEVELOPMENT
Member_for_the_Majority,83,METRO MANILA DEVELOPMENT
Vice_Chairperson,108,METRO MANILA DEVELOPMENT
Member_for_the_Minority,127,METRO MANILA DEVELOPMENT
Member_for_the_Majority,131,METRO MANILA DEVELOPMENT
Member_for_the_Majority,135,METRO MANILA DEVELOPMENT
Vice_Chairperson,154,METRO MANILA DEVELOPMENT
Member_for_the_Majority,164,METRO MANILA DEVELOPMENT
Vice_Chairperson,172,METRO MANILA DEVELOPMENT
Member_for_the_Majority,197,METRO MANILA DEVELOPMENT
Member_for_the_Majority,201,METRO MANILA DEVELOPMENT
Vice_Chairperson,204,METRO MANILA DEVELOPMENT
Member_for_the_Majority,214,METRO MANILA DEVELOPMENT
Member_for_the_Majority,224,METRO MANILA DEVELOPMENT
Vice_Chairperson,225,METRO MANILA DEVELOPMENT
Member_for_the_Majority,234,METRO MANILA DEVELOPMENT
Member_for_the_Minority,248,METRO MANILA DEVELOPMENT
Member_for_the_Majority,264,METRO MANILA DEVELOPMENT
Member_for_the_Majority,273,METRO MANILA DEVELOPMENT
Vice_Chairperson,285,METRO MANILA DEVELOPMENT
Member_for_the_Majority,287,METRO MANILA DEVELOPMENT
Member_for_the_Majority,297,METRO MANILA DEVELOPMENT
Member_for_the_Majority,299,METRO MANILA DEVELOPMENT
Member_for_the_Majority,304,METRO MANILA DEVELOPMENT
Chairperson,164,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,33,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,37,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,41,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,51,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Minority,56,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Minority,59,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,61,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Minority,80,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Vice_Chairperson,105,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,115,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Vice_Chairperson,120,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,121,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Minority,149,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,185,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,214,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,217,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,225,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,238,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,240,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,246,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,252,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,262,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,281,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Vice_Chairperson,297,"MICRO, SMALL AND MEDIUM ENTERPRISE DEVELOPMENT"
Member_for_the_Majority,37,MINDANAO AFFAIRS
Vice_Chairperson,42,MINDANAO AFFAIRS
Member_for_the_Minority,88,MINDANAO AFFAIRS
Member_for_the_Majority,106,MINDANAO AFFAIRS
Member_for_the_Minority,123,MINDANAO AFFAIRS
Vice_Chairperson,183,MINDANAO AFFAIRS
Member_for_the_Majority,189,MINDANAO AFFAIRS
Vice_Chairperson,218,MINDANAO AFFAIRS
Vice_Chairperson,238,MINDANAO AFFAIRS
Member_for_the_Majority,243,MINDANAO AFFAIRS
Member_for_the_Majority,255,MINDANAO AFFAIRS
Member_for_the_Majority,284,MINDANAO AFFAIRS
Member_for_the_Minority,80,MUSLIM AFFAIRS
Member_for_the_Majority,97,MUSLIM AFFAIRS
Member_for_the_Majority,98,MUSLIM AFFAIRS
Member_for_the_Minority,149,MUSLIM AFFAIRS
Member_for_the_Majority,183,MUSLIM AFFAIRS
Member_for_the_Majority,189,MUSLIM AFFAIRS
Member_for_the_Majority,238,MUSLIM AFFAIRS
Vice_Chairperson,243,MUSLIM AFFAIRS
Vice_Chairperson,255,MUSLIM AFFAIRS
Member_for_the_Majority,269,MUSLIM AFFAIRS
Member_for_the_Majority,5,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,20,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,32,NATIONAL DEFENSE AND SECURITY
Vice_Chairperson,49,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,55,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,60,NATIONAL DEFENSE AND SECURITY
Vice_Chairperson,64,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,68,NATIONAL DEFENSE AND SECURITY
Vice_Chairperson,69,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,75,NATIONAL DEFENSE AND SECURITY
Member_for_the_Minority,80,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,89,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,99,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,105,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,121,NATIONAL DEFENSE AND SECURITY
Member_for_the_Minority,132,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,136,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,145,NATIONAL DEFENSE AND SECURITY
Member_for_the_Minority,149,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,158,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,172,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,176,NATIONAL DEFENSE AND SECURITY
Vice_Chairperson,183,NATIONAL DEFENSE AND SECURITY
Vice_Chairperson,218,NATIONAL DEFENSE AND SECURITY
Vice_Chairperson,225,NATIONAL DEFENSE AND SECURITY
Vice_Chairperson,235,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,242,NATIONAL DEFENSE AND SECURITY
Member_for_the_Minority,248,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,251,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,257,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,268,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,273,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,283,NATIONAL DEFENSE AND SECURITY
Member_for_the_Majority,299,NATIONAL DEFENSE AND SECURITY
Chairperson,276,NATIONAL DEFENSE AND SECURITY
Chairperson,41,NATURAL RESOURCES
Vice_Chairperson,9,NATURAL RESOURCES
Vice_Chairperson,24,NATURAL RESOURCES
Member_for_the_Majority,37,NATURAL RESOURCES
Member_for_the_Majority,40,NATURAL RESOURCES
Member_for_the_Majority,42,NATURAL RESOURCES
Member_for_the_Minority,56,NATURAL RESOURCES
Member_for_the_Majority,57,NATURAL RESOURCES
Member_for_the_Majority,65,NATURAL RESOURCES
Member_for_the_Majority,78,NATURAL RESOURCES
Member_for_the_Majority,79,NATURAL RESOURCES
Vice_Chairperson,84,NATURAL RESOURCES
Member_for_the_Majority,85,NATURAL RESOURCES
Member_for_the_Majority,96,NATURAL RESOURCES
Member_for_the_Majority,98,NATURAL RESOURCES
Member_for_the_Majority,105,NATURAL RESOURCES
Vice_Chairperson,106,NATURAL RESOURCES
Member_for_the_Majority,109,NATURAL RESOURCES
Vice_Chairperson,122,NATURAL RESOURCES
Member_for_the_Majority,128,NATURAL RESOURCES
Member_for_the_Majority,136,NATURAL RESOURCES
Member_for_the_Majority,158,NATURAL RESOURCES
Member_for_the_Majority,177,NATURAL RESOURCES
Vice_Chairperson,182,NATURAL RESOURCES
Member_for_the_Majority,192,NATURAL RESOURCES
Member_for_the_Majority,218,NATURAL RESOURCES
Member_for_the_Majority,238,NATURAL RESOURCES
Member_for_the_Majority,243,NATURAL RESOURCES
Member_for_the_Majority,247,NATURAL RESOURCES
Member_for_the_Minority,248,NATURAL RESOURCES
Member_for_the_Majority,281,NATURAL RESOURCES
Member_for_the_Majority,286,NATURAL RESOURCES
Member_for_the_Majority,295,NATURAL RESOURCES
Member_for_the_Majority,9,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,48,OVERSEAS WORKERS AFFAIRS
Vice_Chairperson,113,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,115,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,121,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,122,OVERSEAS WORKERS AFFAIRS
Member_for_the_Minority,127,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,168,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,177,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,183,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,194,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,197,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,213,OVERSEAS WORKERS AFFAIRS
Vice_Chairperson,217,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,236,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,255,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,263,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,268,OVERSEAS WORKERS AFFAIRS
Vice_Chairperson,275,OVERSEAS WORKERS AFFAIRS
Vice_Chairperson,288,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,299,OVERSEAS WORKERS AFFAIRS
Member_for_the_Majority,302,OVERSEAS WORKERS AFFAIRS
Chairperson,227,PEOPLE'S PARTICIPATION
Member_for_the_Majority,9,PEOPLE'S PARTICIPATION
Vice_Chairperson,37,PEOPLE'S PARTICIPATION
Member_for_the_Minority,54,PEOPLE'S PARTICIPATION
Member_for_the_Majority,78,PEOPLE'S PARTICIPATION
Member_for_the_Majority,104,PEOPLE'S PARTICIPATION
Member_for_the_Majority,109,PEOPLE'S PARTICIPATION
Member_for_the_Majority,154,PEOPLE'S PARTICIPATION
Member_for_the_Majority,160,PEOPLE'S PARTICIPATION
Member_for_the_Majority,163,PEOPLE'S PARTICIPATION
Member_for_the_Majority,177,PEOPLE'S PARTICIPATION
Vice_Chairperson,284,PEOPLE'S PARTICIPATION
Member_for_the_Majority,292,PEOPLE'S PARTICIPATION
Member_for_the_Majority,9,POPULATION AND FAMILY RELATIONS
Vice_Chairperson,37,POPULATION AND FAMILY RELATIONS
Member_for_the_Minority,56,POPULATION AND FAMILY RELATIONS
Member_for_the_Majority,64,POPULATION AND FAMILY RELATIONS
Member_for_the_Majority,93,POPULATION AND FAMILY RELATIONS
Member_for_the_Majority,106,POPULATION AND FAMILY RELATIONS
Member_for_the_Majority,120,POPULATION AND FAMILY RELATIONS
Member_for_the_Majority,146,POPULATION AND FAMILY RELATIONS
Member_for_the_Majority,166,POPULATION AND FAMILY RELATIONS
Member_for_the_Majority,185,POPULATION AND FAMILY RELATIONS
Vice_Chairperson,213,POPULATION AND FAMILY RELATIONS
Chairperson,176,POVERTY ALLEVIATION
Vice_Chairperson,6,POVERTY ALLEVIATION
Vice_Chairperson,12,POVERTY ALLEVIATION
Member_for_the_Majority,60,POVERTY ALLEVIATION
Member_for_the_Majority,79,POVERTY ALLEVIATION
Member_for_the_Majority,83,POVERTY ALLEVIATION
Member_for_the_Majority,113,POVERTY ALLEVIATION
Member_for_the_Majority,115,POVERTY ALLEVIATION
Vice_Chairperson,120,POVERTY ALLEVIATION
Member_for_the_Majority,121,POVERTY ALLEVIATION
Member_for_the_Majority,122,POVERTY ALLEVIATION
Member_for_the_Majority,156,POVERTY ALLEVIATION
Member_for_the_Majority,174,POVERTY ALLEVIATION
Member_for_the_Majority,188,POVERTY ALLEVIATION
Member_for_the_Majority,191,POVERTY ALLEVIATION
Member_for_the_Majority,196,POVERTY ALLEVIATION
Member_for_the_Majority,214,POVERTY ALLEVIATION
Vice_Chairperson,226,POVERTY ALLEVIATION
Member_for_the_Majority,229,POVERTY ALLEVIATION
Member_for_the_Majority,232,POVERTY ALLEVIATION
Member_for_the_Minority,248,POVERTY ALLEVIATION
Vice_Chairperson,269,POVERTY ALLEVIATION
Member_for_the_Majority,285,POVERTY ALLEVIATION
Member_for_the_Majority,12,PUBLIC ACCOUNTS
Member_for_the_Majority,26,PUBLIC ACCOUNTS
Vice_Chairperson,39,PUBLIC ACCOUNTS
Member_for_the_Minority,56,PUBLIC ACCOUNTS
Vice_Chairperson,80,PUBLIC ACCOUNTS
Member_for_the_Majority,83,PUBLIC ACCOUNTS
Member_for_the_Minority,88,PUBLIC ACCOUNTS
Member_for_the_Majority,105,PUBLIC ACCOUNTS
Member_for_the_Minority,123,PUBLIC ACCOUNTS
Member_for_the_Minority,127,PUBLIC ACCOUNTS
Member_for_the_Majority,133,PUBLIC ACCOUNTS
Member_for_the_Majority,146,PUBLIC ACCOUNTS
Member_for_the_Majority,150,PUBLIC ACCOUNTS
Member_for_the_Majority,158,PUBLIC ACCOUNTS
Vice_Chairperson,179,PUBLIC ACCOUNTS
Member_for_the_Majority,189,PUBLIC ACCOUNTS
Member_for_the_Majority,194,PUBLIC ACCOUNTS
Member_for_the_Majority,205,PUBLIC ACCOUNTS
Member_for_the_Majority,209,PUBLIC ACCOUNTS
Member_for_the_Majority,217,PUBLIC ACCOUNTS
Member_for_the_Majority,225,PUBLIC ACCOUNTS
Vice_Chairperson,241,PUBLIC ACCOUNTS
Member_for_the_Majority,244,PUBLIC ACCOUNTS
Member_for_the_Minority,248,PUBLIC ACCOUNTS
Member_for_the_Majority,252,PUBLIC ACCOUNTS
Member_for_the_Majority,278,PUBLIC ACCOUNTS
Member_for_the_Majority,293,PUBLIC ACCOUNTS
Member_for_the_Majority,302,PUBLIC ACCOUNTS
Chairperson,168,PUBLIC INFORMATION
Member_for_the_Majority,26,PUBLIC INFORMATION
Member_for_the_Majority,51,PUBLIC INFORMATION
Member_for_the_Minority,54,PUBLIC INFORMATION
Member_for_the_Minority,72,PUBLIC INFORMATION
Member_for_the_Majority,102,PUBLIC INFORMATION
Member_for_the_Majority,103,PUBLIC INFORMATION
Member_for_the_Majority,125,PUBLIC INFORMATION
Member_for_the_Majority,139,PUBLIC INFORMATION
Member_for_the_Majority,183,PUBLIC INFORMATION
Member_for_the_Majority,225,PUBLIC INFORMATION
Member_for_the_Majority,238,PUBLIC INFORMATION
Vice_Chairperson,241,PUBLIC INFORMATION
Vice_Chairperson,243,PUBLIC INFORMATION
Member_for_the_Majority,278,PUBLIC INFORMATION
Vice_Chairperson,287,PUBLIC INFORMATION
Member_for_the_Majority,293,PUBLIC INFORMATION
Member_for_the_Majority,6,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,7,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,9,PUBLIC ORDER AND SAFETY
Vice_Chairperson,14,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,32,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,39,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,49,PUBLIC ORDER AND SAFETY
Member_for_the_Minority,54,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,60,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,69,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,84,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,85,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,89,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,105,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,107,PUBLIC ORDER AND SAFETY
Member_for_the_Minority,123,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,141,PUBLIC ORDER AND SAFETY
Member_for_the_Minority,149,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,156,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,158,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,176,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,185,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,192,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,197,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,207,PUBLIC ORDER AND SAFETY
Vice_Chairperson,218,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,224,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,238,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,246,PUBLIC ORDER AND SAFETY
Vice_Chairperson,251,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,257,PUBLIC ORDER AND SAFETY
Vice_Chairperson,268,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,273,PUBLIC ORDER AND SAFETY
Member_for_the_Majority,285,PUBLIC ORDER AND SAFETY
Chairperson,55,PUBLIC ORDER AND SAFETY
Chairperson,179,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,6,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,7,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,12,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,20,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Minority,23,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,24,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,32,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,33,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,42,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,50,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,57,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,61,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,75,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,78,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Minority,80,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,81,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,83,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,85,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,86,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Minority,88,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,90,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,91,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,103,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,104,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,105,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,113,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,121,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,124,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,134,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,136,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,139,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,145,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,148,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Minority,149,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,150,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,158,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,160,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,162,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,168,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,182,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,186,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,187,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,188,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,189,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,192,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,193,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,194,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,196,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,199,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Minority,220,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,224,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,236,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,237,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,238,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,240,PUBLIC WORKS AND HIGHWAYS
Vice_Chairperson,244,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,246,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,251,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,255,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,264,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,268,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,284,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,288,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,299,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,302,PUBLIC WORKS AND HIGHWAYS
Member_for_the_Majority,12,REVISION OF LAWS
Member_for_the_Minority,54,REVISION OF LAWS
Member_for_the_Minority,59,REVISION OF LAWS
Member_for_the_Majority,78,REVISION OF LAWS
Member_for_the_Minority,123,REVISION OF LAWS
Member_for_the_Majority,265,REVISION OF LAWS
Member_for_the_Majority,284,REVISION OF LAWS
Chairperson,96,REVISION OF LAWS
Deputy Majority Leader,12,RULES
Assistant Majority Leader,14,RULES
Deputy Majority Leader,34,RULES
Assistant Majority Leader,40,RULES
Assistant Majority Leader,43,RULES
Deputy Minority Leader,45,RULES
Deputy Majority Leader,52,RULES
Deputy Majority Leader,53,RULES
Assistant Minority Leader,54,RULES
Assistant Minority Leader,56,RULES
Deputy Minority Leader,59,RULES
Assistant Minority Leader,72,RULES
Assistant Minority Leader,88,RULES
Deputy Majority Leader,93,RULES
Deputy Majority Leader,115,RULES
Sr. Deputy Minority Leader,132,RULES
Assistant Majority Leader,148,RULES
Assistant Majority Leader,154,RULES
Deputy Majority Leader,165,RULES
Deputy Majority Leader,192,RULES
Assistant Majority Leader,197,RULES
Minority Leader,210,RULES
Deputy Minority Leader,220,RULES
Sr. Deputy Majority Leader,223,RULES
Deputy Majority Leader,233,RULES
Assistant Majority Leader,243,RULES
